filename	number	category	descriptor	location	width	height	format	bytes	original_filename	source	license	camera	fnum	iso
1200_interiors_reflective-egg-sculptures_s23u_iso10-f1p7_20230704-121114_4000x3000.jpg	1200	interiors	reflective-egg-sculptures		4000	3000	jpg	4844485	20230704_121114.jpg	lilith	PD-own	s23u	1.7	10
1201_interiors_bar-sign-outside-window_shinjuku-2-shinjuku-japan_s23u_iso12-f1p7_20230706-124619_4000x3000.jpg	1201	interiors	bar-sign-outside-window	shinjuku-2-shinjuku-japan	4000	3000	jpg	4063102	20230706_124619.jpg	lilith	PD-own	s23u	1.7	12
1202_interiors_abstract-textured-pattern_seattle-center-seattle_s23u_iso1000-f1p7_20230727-164305_4000x3000.jpg	1202	interiors	abstract-textured-pattern	seattle-center-seattle	4000	3000	jpg	5159701	20230727_164305.jpg	lilith	PD-own	s23u	1.7	1000
1203_interiors_person-in-room_belltown-seattle-washington_s23u_iso800-f1p7_20230727-165257_4000x3000.jpg	1203	interiors	person-in-room	belltown-seattle-washington	4000	3000	jpg	5304877	20230727_165257.jpg	lilith	PD-own	s23u	1.7	800
1204_interiors_rustic-outdoor-dining-area_s23u_iso125-f2p2_20230915-124518_4000x3000.jpg	1204	interiors	rustic-outdoor-dining-area		4000	3000	jpg	4864699	20230915_124518.jpg	lilith	PD-own	s23u	2.2	125
1205_interiors_modern-living-room_tulum-mexico_s23u_iso160-f1p7_20230917-114545_4000x3000.jpg	1205	interiors	modern-living-room	tulum-mexico	4000	3000	jpg	4720335	20230917_114545.jpg	lilith	PD-own	s23u	1.7	160
1206_interiors_tree-like-sculpture-ceiling_azulik-city-arts-francisco-uh-may_s23u_iso80-f2p2_20230917-143302_4000x3000.jpg	1206	interiors	tree-like-sculpture-ceiling	azulik-city-arts-francisco-uh-may	4000	3000	jpg	4959090	20230917_143302.jpg	lilith	PD-own	s23u	2.2	80
1207_interiors_bedroom-with-bed_hotel-zentik-project-valladolid_s23u_iso1600-f1p7_20230917-183439_4000x3000.jpg	1207	interiors	bedroom-with-bed	hotel-zentik-project-valladolid	4000	3000	jpg	3475998	20230917_183439.jpg	lilith	PD-own	s23u	1.7	1600
1208_interiors_woven-hammock-by-beach_hotel-zentik-project-valladolid_s23u_iso20-f1p7_20230918-110558_4000x3000.jpg	1208	interiors	woven-hammock-by-beach	hotel-zentik-project-valladolid	4000	3000	jpg	4362148	20230918_110558.jpg	lilith	PD-own	s23u	1.7	20
1209_interiors_traditional-tiled-roof-building_himeji-castle-himeji_s23u_iso64-f2p2_20231105-153905_4000x3000.heic	1209	interiors	traditional-tiled-roof-building	himeji-castle-himeji	4000	3000	heic	2771348	20231105_153905.heic	lilith	PD-own	s23u	2.2	64
1210_interiors_sunlit-living-room_square-du-temple-elie-wiesel-paris_s23u_iso100-f1p7_20240421-153756_4000x3000.jpg	1210	interiors	sunlit-living-room	square-du-temple-elie-wiesel-paris	4000	3000	jpg	4567185	20240421_153756.jpg	lilith	PD-own	s23u	1.7	100
1211_interiors_ornate-chandelier-ceiling_s23u_iso160-f2p4_20240423-192716_4000x3000.jpg	1211	interiors	ornate-chandelier-ceiling		4000	3000	jpg	4801961	20240423_192716.jpg	lilith	PD-own	s23u	2.4	160
1212_interiors_ornate-ceiling-mural_opera-garnier-paris_s23u_iso800-f1p7_20240423-220507_4000x3000.jpg	1212	interiors	ornate-ceiling-mural	opera-garnier-paris	4000	3000	jpg	5197354	20240423_220507.jpg	lilith	PD-own	s23u	1.7	800
1213_interiors_ornate-painted-ceiling_opera-garnier-paris_s23u_iso800-f2p4_20240423-220536_4000x3000.jpg	1213	interiors	ornate-painted-ceiling	opera-garnier-paris	4000	3000	jpg	5277845	20240423_220536.jpg	lilith	PD-own	s23u	2.4	800
1214_interiors_ornate-painted-ceiling_queen-s-grand-apartment-versailles_s23u_iso80-f2p2_20240424-123020_3000x3556.jpg	1214	interiors	ornate-painted-ceiling	queen-s-grand-apartment-versailles	3000	3556	jpg	3926196	20240424_123020.jpg	lilith	PD-own	s23u	2.2	80
1215_interiors_living-room-interior_square-du-temple-elie-wiesel-paris_s23u_iso25-f1p7_20240429-114925_4000x3000.jpg	1215	interiors	living-room-interior	square-du-temple-elie-wiesel-paris	4000	3000	jpg	3709840	20240429_114925.jpg	lilith	PD-own	s23u	1.7	25
1216_interiors_ornate-standing-mirror_square-du-temple-elie-wiesel-paris_s23u_iso200-f1p7_20240429-114934-1_4000x3000.jpg	1216	interiors	ornate-standing-mirror	square-du-temple-elie-wiesel-paris	4000	3000	jpg	5523324	20240429_114934(1).jpg	lilith	PD-own	s23u	1.7	200
1217_interiors_modern-lounge-seating-area_s23u_iso640-f1p7_20240429-231830_4000x3000.jpg	1217	interiors	modern-lounge-seating-area		4000	3000	jpg	4739359	20240429_231830.jpg	lilith	PD-own	s23u	1.7	640
1218_interiors_bathroom-sinks-mirror_las-5-calles-valladolid_s23u_iso320-f1p7_20240529-081045_3000x4000.jpg	1218	interiors	bathroom-sinks-mirror	las-5-calles-valladolid	3000	4000	jpg	2371949	20240529_081045.jpg	lilith	PD-own	s23u	1.7	320
1219_interiors_kitchen-dining-area_las-5-calles-valladolid_s23u_iso160-f1p7_20240529-081209_4000x3000.jpg	1219	interiors	kitchen-dining-area	las-5-calles-valladolid	4000	3000	jpg	3219564	20240529_081209.jpg	lilith	PD-own	s23u	1.7	160
1220_interiors_tree-covered-walkway_azulik-city-arts-francisco-uh-may_s23u_iso400-f2p2_20240601-153248_4000x3000.jpg	1220	interiors	tree-covered-walkway	azulik-city-arts-francisco-uh-may	4000	3000	jpg	6269253	20240601_153248.jpg	lilith	PD-own	s23u	2.2	400
1221_interiors_hotel-room-bed_hilton-waikiki-beach-east-honolulu_s23u_iso100-f1p7_20241107-134702_4000x3000.jpg	1221	interiors	hotel-room-bed	hilton-waikiki-beach-east-honolulu	4000	3000	jpg	8596150	20241107_134702.jpg	lilith	PD-own	s23u	1.7	100
1222_interiors_japanese-style-room_tatsuta-izu_s23u_iso320-f2p2_20250304-160906_4000x3000.jpg	1222	interiors	japanese-style-room	tatsuta-izu	4000	3000	jpg	3628743	20250304_160906.jpg	lilith	PD-own	s23u	2.2	320
1223_interiors_ocean-view-dining-room_monument-wakayama-bokusui-s-poem-shimoda_s23u_iso20-f1p7_20250306-090336_4000x3000.jpg	1223	interiors	ocean-view-dining-room	monument-wakayama-bokusui-s-poem-shimoda	4000	3000	jpg	3447245	20250306_090336.jpg	lilith	PD-own	s23u	1.7	20
